date,course_id,numero,score_modele,score_geneal,rang_modele,somme_top3_proba,seuil_vert_utilise,niveau_vert,top5,position_arrivee,est_gagnant,cible_place,categorie_particularite
2026-08-30,2026-08-30_DEAUVILLE_R1C3,14,-0.767878159306715,-0.767878159306715,14.0,0.332698,0.5848,NON_VERT,False,10.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C3,16,-0.07286926084354123,-0.07286926084354123,9.0,0.332698,0.5848,NON_VERT,False,5.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C4,1,-0.1649247208963864,-0.1649247208963864,6.0,0.64072,0.5848,VERT,False,5.0,0,0,GROUPE_II
2026-08-30,2026-08-30_DEAUVILLE_R1C4,2,-0.11817037077993738,-0.11817037077993738,5.0,0.64072,0.5848,VERT,True,2.0,0,1,GROUPE_II
2026-08-30,2026-08-30_DEAUVILLE_R1C4,3,0.7022686693411703,0.7022686693411703,2.0,0.64072,0.5848,VERT,True,6.0,0,0,GROUPE_II
2026-08-30,2026-08-30_DEAUVILLE_R1C4,4,0.2957591534700199,0.2957591534700199,4.0,0.64072,0.5848,VERT,True,1.0,1,1,GROUPE_II
2026-08-30,2026-08-30_DEAUVILLE_R1C4,5,0.5149218618421615,0.5149218618421615,3.0,0.64072,0.5848,VERT,True,3.0,0,0,GROUPE_II
2026-08-30,2026-08-30_DEAUVILLE_R1C4,6,-1.173193077155976,-1.173193077155976,7.0,0.64072,0.5848,VERT,False,7.0,0,0,GROUPE_II
2026-08-30,2026-08-30_DEAUVILLE_R1C4,7,0.8560073238280147,0.8560073238280147,1.0,0.64072,0.5848,VERT,True,4.0,0,0,GROUPE_II
2026-08-30,2026-08-30_DEAUVILLE_R1C5,1,0.3844465071624391,0.3844465071624391,1.0,0.396011,0.5848,NON_VERT,True,1.0,1,1,GROUPE_III
2026-08-30,2026-08-30_DEAUVILLE_R1C5,2,-0.20254341920658872,-0.20254341920658872,8.0,0.396011,0.5848,NON_VERT,False,9.0,0,0,GROUPE_III
2026-08-30,2026-08-30_DEAUVILLE_R1C5,4,-0.08001142581863928,-0.08001142581863928,5.0,0.396011,0.5848,NON_VERT,True,7.0,0,0,GROUPE_III
2026-08-30,2026-08-30_DEAUVILLE_R1C5,5,0.18642414774416233,0.18642414774416233,2.0,0.396011,0.5848,NON_VERT,True,6.0,0,0,GROUPE_III
2026-08-30,2026-08-30_DEAUVILLE_R1C5,6,0.14146679433980539,0.14146679433980539,3.0,0.396011,0.5848,NON_VERT,True,8.0,0,0,GROUPE_III
2026-08-30,2026-08-30_DEAUVILLE_R1C5,7,-0.028192475639279548,-0.028192475639279548,4.0,0.396011,0.5848,NON_VERT,True,2.0,0,1,GROUPE_III
2026-08-30,2026-08-30_DEAUVILLE_R1C5,8,-0.2946660711705958,-0.2946660711705958,9.0,0.396011,0.5848,NON_VERT,False,4.0,0,0,GROUPE_III
2026-08-30,2026-08-30_DEAUVILLE_R1C5,9,-0.44483730129531324,-0.44483730129531324,10.0,0.396011,0.5848,NON_VERT,False,3.0,0,1,GROUPE_III
2026-08-30,2026-08-30_DEAUVILLE_R1C5,10,-0.19332157567211355,-0.19332157567211355,7.0,0.396011,0.5848,NON_VERT,False,5.0,0,0,GROUPE_III
2026-08-30,2026-08-30_DEAUVILLE_R1C5,11,-0.09102091327900184,-0.09102091327900184,6.0,0.396011,0.5848,NON_VERT,False,10.0,0,0,GROUPE_III
2026-08-30,2026-08-30_DEAUVILLE_R1C6,1,0.28007281361088837,0.28007281361088837,2.0,0.422187,0.5848,NON_VERT,True,2.0,0,1,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C6,2,0.5335429813698398,0.5335429813698398,1.0,0.422187,0.5848,NON_VERT,True,1.0,1,1,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C6,3,0.1445958059112625,0.1445958059112625,5.0,0.422187,0.5848,NON_VERT,True,6.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C6,5,-0.041442274135900514,-0.041442274135900514,7.0,0.422187,0.5848,NON_VERT,False,8.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C6,6,-0.980035854379955,-0.980035854379955,9.0,0.422187,0.5848,NON_VERT,False,9.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C6,7,0.1625852396825742,0.1625852396825742,4.0,0.422187,0.5848,NON_VERT,True,5.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C6,8,0.06321994029817793,0.06321994029817793,6.0,0.422187,0.5848,NON_VERT,False,4.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C6,9,0.25211116935828887,0.25211116935828887,3.0,0.422187,0.5848,NON_VERT,True,7.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C6,10,-0.5449719874755898,-0.5449719874755898,8.0,0.422187,0.5848,NON_VERT,False,3.0,0,1,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C6,11,-1.129352827175689,-1.129352827175689,10.0,0.422187,0.5848,NON_VERT,False,11.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C6,12,-1.3082365213485079,-1.3082365213485079,11.0,0.422187,0.5848,NON_VERT,False,10.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C7,1,0.4478128271974505,0.4478128271974505,1.0,0.384077,0.5848,NON_VERT,True,1.0,1,1,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C7,2,-0.736349519829881,-0.736349519829881,11.0,0.384077,0.5848,NON_VERT,False,2.0,0,1,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C7,3,0.2393802473313166,0.2393802473313166,2.0,0.384077,0.5848,NON_VERT,True,6.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C7,4,-0.44542875166288487,-0.44542875166288487,8.0,0.384077,0.5848,NON_VERT,False,8.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C7,5,-0.2379934545378675,-0.2379934545378675,7.0,0.384077,0.5848,NON_VERT,False,3.0,0,1,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C7,6,-0.07863706934403586,-0.07863706934403586,4.0,0.384077,0.5848,NON_VERT,True,11.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C7,7,-0.7499583112817167,-0.7499583112817167,12.0,0.384077,0.5848,NON_VERT,False,9.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C7,8,-0.5823700503484301,-0.5823700503484301,9.0,0.384077,0.5848,NON_VERT,False,5.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C7,9,-0.08486949496460343,-0.08486949496460343,5.0,0.384077,0.5848,NON_VERT,True,4.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C7,10,-0.654088465258118,-0.654088465258118,10.0,0.384077,0.5848,NON_VERT,False,10.0,0,0,HANDICAP_DIVISE
2026-08-30,2026-08-30_DEAUVILLE_R1C7,11,-0.017023309082972386,-0.017023309082972386,3.0,0.384077,0.5848,NON_VERT,True,7.0,0,0,HANDICAP_DIVISE
